,Post_Content,Date,Comments_Shares,All_Responses,Brand
83,"Our frightfully good Skull Mallows are just the trick for a tasty treat this Halloween!
Laura shared this pic on Instagram and said her kids love them. Pick up a pack for £2 in selected stores and online: http://bit.ly/2JeBtmX",October 27,1.9K Comments762 Shares,9.1K,asda
84,"At Halloween, our unicorn cake becomes witchicorn cake! 😈 Find this bewitched showstopper in the bakery aisle for just £10, or at ASDA.GL/witchicorn.",October 26,74 Comments31 Shares29K Views,190,asda
85,"At Halloween, our unicorn cake becomes witchicorn cake! 😈 Find this bewitched showstopper in the bakery aisle for just £10, or at ASDA.GL/witchicorn.",October 26,74 Comments31 Shares29K Views,190,asda
86,"Look out for the wonderful Royal British Legion Poppy Appeal collectors who'll be in our stores from this weekend.
George from our Queensferry store served as a corporal in the 1st Gloucester Regiment and then the Territorial Army during the sixties and seventies, and will be taking part in the parade at the Cenotaph on Remembrance Sunday. George said: ""The Poppy Appeal means a lot to me and lots of people I know. It's a very important and emotional cause."" Read George's story: http://bit.ly/2JgCxqK",October 26,"270 Comments1,512 Shares",16K,asda
87,"Look out for the wonderful Royal British Legion Poppy Appeal collectors who'll be in our stores from this weekend.
George from our Queensferry store served as a corporal in the 1st Gloucester Regiment and then the Territorial Army during the sixties and seventies, and will be taking part in the parade at the Cenotaph on Remembrance Sunday. George said: ""The Poppy Appeal means a lot to me and lots of people I know. It's a very important and emotional cause."" Read George's story: http://bit.ly/2JgCxqK",October 26,"270 Comments1,512 Shares",16K,asda
88,"Our spooky mummy pumpkin design is sure to give your visitors a fright this Halloween! Who said trick-or-treaters are the only ones allowed to have any fun? 😏 Check out our full instructions over at ASDA.GL/mummypumpkin
Who's ready and prepped for the trick-or-treaters next week? 🎃",October 25,73 Comments49 Shares33K Views,142,asda
89,"Our spooky mummy pumpkin design is sure to give your visitors a fright this Halloween! Who said trick-or-treaters are the only ones allowed to have any fun? 😏 Check out our full instructions over at ASDA.GL/mummypumpkin
Who's ready and prepped for the trick-or-treaters next week? 🎃",October 25,73 Comments49 Shares33K Views,142,asda
90,This new limited edition chocolate and orange flavour Viennetta is already making headlines – and it's exclusively available at Asda! http://bit.ly/2PQoQ43,October 24,"4.7K Comments2,767 Shares",10K,asda
91,This new limited edition chocolate and orange flavour Viennetta is already making headlines – and it's exclusively available at Asda! http://bit.ly/2PQoQ43,October 24,"4.7K Comments2,767 Shares",10K,asda
92,"We've got plenty of creepy (and cute!) kids' food ideas for your Halloween party 🕷👹😈 From our Creature From Houmous Lagoon to our Meringue Monsters, these tasty critters may look nightmarish - but they taste like heaven! Find the recipes at ASDA.GL/halloween",October 24,23 Comments18 Shares16K Views,75,asda
93,"We've got plenty of creepy (and cute!) kids' food ideas for your Halloween party 🕷👹😈 From our Creature From Houmous Lagoon to our Meringue Monsters, these tasty critters may look nightmarish - but they taste like heaven! Find the recipes at ASDA.GL/halloween",October 24,23 Comments18 Shares16K Views,75,asda
94,"As October is Breast Cancer Awareness month, we've whipped up these brilliant bra biscuits. Why not bake up your own batch for loved ones, or to take into the office this week? Find the recipe at ASDA.GL/brabiscuits",October 23,18 Comments31 Shares23K Views,213,asda
95,"As October is Breast Cancer Awareness month, we've whipped up these brilliant bra biscuits. Why not bake up your own batch for loved ones, or to take into the office this week? Find the recipe at ASDA.GL/brabiscuits",October 23,18 Comments31 Shares23K Views,213,asda
96,"It's finally here… 😱👻🕷Our Halloween edition of Good Living is crawling with hair-raising party recipes and spine-tingling treats. Can't handle the scare-factor? We've also got some date-night dinners, Bonfire Night recipes, and homemade ""takeaway"" ideas from the lovely One Pound Meals. Head to your local store to pick up your copy (if you dare… 😈)",October 22,34 Comments9 Shares19K Views,100,asda
97,"It's finally here… 😱👻🕷Our Halloween edition of Good Living is crawling with hair-raising party recipes and spine-tingling treats. Can't handle the scare-factor? We've also got some date-night dinners, Bonfire Night recipes, and homemade ""takeaway"" ideas from the lovely One Pound Meals. Head to your local store to pick up your copy (if you dare… 😈)",October 22,34 Comments9 Shares19K Views,100,asda
98,"Everyone at our Worcester store loves Roy – and he's so well known for his fantastic customer service and cheery personality that he was joined by friends, family, shoppers and even Worcester mayor Jabba Riaz when he was thrown a surprise retirement party at the store.
Roy, who's 72, is taking a well-earned rest after years of going out of his way to help customers. Store manager Nick said: ""Roy is fantastic, so we really wanted to see him off in style. He's always got a smile on his face and there's always a long queue on his checkout with people wanting to be served by him."" Read more: http://bit.ly/2NQ1pWX",October 21,555 Comments394 Shares,12K,asda
99,"Everyone at our Worcester store loves Roy – and he's so well known for his fantastic customer service and cheery personality that he was joined by friends, family, shoppers and even Worcester mayor Jabba Riaz when he was thrown a surprise retirement party at the store.
Roy, who's 72, is taking a well-earned rest after years of going out of his way to help customers. Store manager Nick said: ""Roy is fantastic, so we really wanted to see him off in style. He's always got a smile on his face and there's always a long queue on his checkout with people wanting to be served by him."" Read more: http://bit.ly/2NQ1pWX",October 21,555 Comments394 Shares,12K,asda
100,"As if beef casserole wasn’t tasty enough, we’ve gone and added a cheesy crumble crust to ours. This is one comfort food dish you need in your life this autumn! Find the recipe at ASDA.GL/beefcasserole",October 19,48 Comments25 Shares,146,asda
101,"As if beef casserole wasn’t tasty enough, we’ve gone and added a cheesy crumble crust to ours. This is one comfort food dish you need in your life this autumn! Find the recipe at ASDA.GL/beefcasserole",October 19,48 Comments25 Shares,146,asda
102,"The kings of sweet stuff, The Hairy Bikers, have put their own stamp on our favourite retro classic, The Queen of Puddings. Made with layers of seasonal plums and custard baked under a meringue crown, this Great British dessert is a winner for us!
What's YOUR family's ultimate pudding?
Find the recipe at ASDA.GL/queenofpuddings",October 18,45 Comments25 Shares,210,asda
103,"The kings of sweet stuff, The Hairy Bikers, have put their own stamp on our favourite retro classic, The Queen of Puddings. Made with layers of seasonal plums and custard baked under a meringue crown, this Great British dessert is a winner for us!
What's YOUR family's ultimate pudding?
Find the recipe at ASDA.GL/queenofpuddings",October 18,45 Comments25 Shares,210,asda
104,"How cute does little Eddie look in our pumpkin all-in-one! 🎃
Thanks to mum Lisa-Marie for sharing this fab picture on Instagram. Pick one up for your little pumpkin in selected stores and online for £7: http://bit.ly/2QRB2Sb",October 17,856 Comments515 Shares,15K,asda
105,"How cute does little Eddie look in our pumpkin all-in-one! 🎃
Thanks to mum Lisa-Marie for sharing this fab picture on Instagram. Pick one up for your little pumpkin in selected stores and online for £7: http://bit.ly/2QRB2Sb",October 17,856 Comments515 Shares,15K,asda
106,"In honour of Breast Cancer Awareness Month, we cooked up this Pink Berry Pie. Pink pastry + pink filling = job done. ✅
Find the link to this recipe and more pink bakes at ASDA.GL/pink",October 16,13 Comments20 Shares19K Views,133,asda
